id_plot,latitude,longitude,altitude,aspect,MAT,MAP,slope,Forest_types,age,origin,sucstage,area,Root_C_stock,Tree_C_stock,Herb_layer_C_stock,Litter_layer_C_stock,Shrub_layer_C_stock,Total_aboveground_C_stock,Total_soil_C_stock,Total_belowground_C_stock,Total_forest_C_stock,AM_tree_C_stock,EcM_tree_C_stock,species_richness3cm,species_richness10cm,Hii_shannon_diversity3cm,all_tree_number_per_600_3cm,tree_number_area_per_600m2_10cm
SC292,30.69985278,102.7280889,2247,NW,10.8,850,6,Broadleaved_forest,38,natural,late,600,5.754350399,52.8285341,0.015346635,0.087525,0.09147125,47.27247284,60.68734985,66.44170025,113.7141731,7.147447426,44.80386222,5,4,2.496,142,59
SC8,31.63002778,107.6580528,1260,SW,12.3,1288,49,Broadleaved_forest,14,natural,middle,600,3.38960825,17.47974592,0.058874447,0.47804059,0.202075568,14.55316325,60.80385289,64.19346114,78.74662438,0.060775866,17.41897005,5,3,2.128,168,11
AH116,30.13997778,118.0253306,380,SW,15.3,1615,29,Broadleaved_forest,21,natural,middle,600,4.315985549,28.55848006,0.012421,0.4158625,0.016713084,24.28834167,61.48058669,65.79657224,90.08491391,1.784963013,26.77351704,7,3,3.693,159,31
SC45,31.70806111,102.7683111,3681,SW,3.9,879,27,Coniferous_forest,67,natural,middle,600,31.14754643,177.7800942,0.02201,1.042897549,0.01929375,146.6931453,61.56600927,92.7135557,239.406701,NA,177.7800942,4,4,1.444,98,68
ZJ24,29.92930278,119.9582583,81,NE,16.4,1428,30,Broadleaved_forest,25,natural,middle,600,8.865457628,41.35941348,NA,0.173184621,0.170731239,32.83541833,62.30858397,71.1740416,104.0094599,38.6705319,1.601720828,18,7,5.464,120,33
CQ81,30.17555556,107.8563889,878,SW,14.8,1374,25,Broadleaved_forest,10,natural,early,600,0.423876293,2.896418549,0.3674,0.3488,0.3308,3.501542256,62.34854256,62.77241885,66.27396111,NA,2.896418549,1,1,1,63,33
GZ37,25.71691667,108.2301944,618,SE,18.3,1289,26,Broadleaved_forest,45,natural,middle,600,5.395476844,77.9015358,0.126342084,0.37744,0.060741667,72.75388437,62.41676781,67.81224466,140.566129,0.22190061,77.67963517,2,1,1.129,46,30
GZ39,25.71758333,108.2288611,618,NW,18.3,1289,26,Broadleaved_forest,53,natural,middle,600,8.135464875,115.5631349,0.154411667,NA,0.066777667,107.715637,62.41676781,70.55223269,178.2678697,5.41520066,110.1479342,2,2,1.327,59,47
GZ38,25.71702778,108.2299444,618,NW,18.3,1289,26,Broadleaved_forest,45,natural,middle,600,8.368960048,117.8359893,0.114176667,NA,0.05418475,109.6895754,62.41676781,70.78572786,180.4753032,8.879759307,108.9562299,3,3,1.184,72,41
AH29,29.61563333,117.54165,465,SE,16.1,1737,31,Broadleaved_forest,75,natural,late,600,37.15292152,105.7825732,0.081166834,0.335637334,0.198443292,69.1077051,62.45908483,99.61200634,168.7197114,9.632480057,96.15009315,13,11,6.21,68,57
CQ80,30.17333333,107.8619444,883,SW,16.7,1285,25,Broadleaved_forest,10,natural,early,600,0.452620891,3.092937359,0.4702,0.3894,0.39185,3.894216468,62.82819382,63.28081471,67.17503117,NA,3.092937359,1,1,1,66,37
SC207,29.18981111,100.0893639,4078,NW,2.9,654,24,Coniferous_forest,94,natural,middle,600,10.54381393,88.4635707,0.004426355,0.117013029,0.620955935,79.166095,62.92698601,73.47079994,152.6368949,NA,88.46357067,1,1,1,15,15
AH148,29.95598889,117.0340722,105,SW,16.8,1498,30,Broadleaved_forest,38,natural,middle,600,13.61808441,72.22476865,0.018056334,0.410115167,0.044094875,58.71293032,63.66894248,77.2870269,135.9999572,9.280262454,62.94450622,11,7,4.407,110,78
SC80,27.87538333,101.9690139,1938,NW,15.6,1007,38,Broadleaved_forest,23,natural,middle,600,6.402873405,36.0550771,0.015179966,0.259894129,0.005559514,29.67850269,64.02806133,70.43093474,100.1094374,1.245746116,34.80933099,3,3,1.235,67,36
AH24,30.32379722,117.5242444,612,NW,14,1647,36,Broadleaved_forest,65,natural,middle,600,20.40988172,68.42546645,0.049539,0.301533667,0.133329709,48.33178315,64.25682429,84.66670601,132.9984892,15.2937533,52.50728675,25,22,14.975,71,49
GZ104,27.51491667,108.2911389,759,NW,15.7,1172,20,Broadleaved_forest,54,natural,middle,600,14.42957199,91.92736815,0.222566667,0.018466667,0.1004625,77.92128782,64.32036787,78.74993986,156.6712277,46.05800126,45.86936685,4,3,1.464,71,66
SC275,29.67224444,102.953475,1934,SW,11.2,1151,15,Broadleaved_forest,97,natural,middle,600,8.021973256,46.75063533,0.021453475,0.223210254,0.229983243,39.21008203,64.71138988,72.73336313,111.9434452,13.10759971,27.60936663,11,11,7.884,52,32
GZ98,25.60041667,104.6245,1796,NW,14.3,1274,22,Coniferous_forest,45,natural,late,600,15.37344741,89.5658402,0.247933334,0.158976667,0.0794675,74.59926112,64.72948325,80.10293066,154.7021918,0.190819862,89.3750203,5,4,1.502,61,39
ZJ187,29.47264722,119.2367444,84,SE,16.7,1529,40,Broadleaved_forest,46,natural,middle,600,6.923477419,60.10496675,NA,0.403332038,0.252285399,53.68606013,64.93134896,71.85482638,125.5408865,13.49408097,46.6108858,6,5,3.196,42,37
ZJ190,29.47341667,119.2376139,88,NW,16.7,1529,40,Broadleaved_forest,30,natural,middle,600,6.42512076,54.1675127,0.09127,0.233323146,0.21710761,48.26787716,65.40948723,71.83460799,120.1024851,15.2670169,38.90049582,7,6,3.548,34,24
AH136,30.39310833,117.8636417,460,SE,15.4,1505,28,Mixed_forest,25,natural,middle,600,6.003381281,77.1981607,0.016897667,0.2932995,0.20840125,71.62847959,65.77992846,71.78330974,143.4117893,3.76978195,73.42837876,9,4,4.25,91,59
SC286,30.68767778,102.7090528,2431,NE,9.8,854,33,Broadleaved_forest,18,natural,middle,600,4.198471345,38.88325886,0.028256172,0.018328334,0.256915,35.22687369,65.87969444,70.07816578,105.3050395,1.205590068,35.88356883,5,4,1.728,78,33
AH120,29.74897778,118.3406417,200,NW,16,1667,33,Mixed_forest,32,natural,middle,600,5.829328017,67.4252198,0.0646905,0.3447045,0.171133167,62.00284862,65.91417426,71.74350228,133.7463509,2.624617654,64.80060214,8,6,3.735,120,69
SC205,29.12798333,100.1809722,3888,NE,4.3,639,32,Coniferous_forest,45,natural,middle,600,0.748441192,10.09984163,0.05655894,0.167664712,0.1369615,9.681882376,65.9214973,66.6699385,76.35182087,NA,10.09984163,1,1,1,47,23
ZJ55,29.27847778,121.0577528,471,SW,14.8,1608,30,Broadleaved_forest,51,natural,late,600,29.8137825,94.7611321,0.078225,0.14124234,0.060495328,65.14656525,66.56473453,96.37851704,161.5250823,27.29022067,64.42377909,41,15,12.047,158,45
SC288,30.68315278,106.7053583,2558,SE,17.6,1098,15,Coniferous_forest,31,natural,late,600,13.31078748,132.3259962,0.017022611,0.135848334,0.037364584,119.1069604,66.62798186,79.93876935,199.0457298,10.4280243,119.1100225,7,7,4.78,128,75
AH109,29.63029722,118.4768111,600,NW,13.4,1866,36,Broadleaved_forest,41,natural,middle,600,11.70136377,62.22759095,0.019797167,0.442617834,0.050311667,50.64664767,66.90918461,78.61054838,129.2571961,11.58482711,50.64276383,9,7,5.274,92,52
SC225,30.88027222,100.8778306,3561,SW,6.5,655,26,Broadleaved_forest,76,natural,middle,600,8.028551505,76.6283222,0.068125485,0.523274436,0.093560581,68.85501734,67.80737412,75.83592563,144.690943,NA,74.12096172,3,2,1.562,46,39
AH31,30.01179722,117.8361722,478,SE,14.6,1717,27,Coniferous_forest,32,planted,late,600,10.20625193,74.17944505,NA,0.159170834,0.07321825,64.11962962,67.86388486,78.07013679,142.1897664,42.1413905,32.03805456,9,8,3.207,61,52
AH137,30.36755833,117.9085722,505,SE,15.2,1536,31,Mixed_forest,38,natural,middle,600,6.933239488,86.5486273,0.026090167,0.328742834,0.106359875,79.85419773,68.86264541,75.7958849,155.6500826,8.6649529,77.8836744,8,6,4.806,81,60
GZ76,28.82489444,107.6095694,1165,SW,13.1,1275,10,Broadleaved_forest,40,natural,early,600,5.074677015,43.68684621,0.039436667,0.028466667,NA,38.65160586,69.32511072,74.39978774,113.0513936,NA,43.68684621,1,1,1,93,24
SC112,31.7149,99.755275,3592,NW,4.3,620,37,Broadleaved_forest,20,natural,early,600,2.434559313,18.46047002,0.087964526,0.155083306,0.024168085,16.1622114,69.6689197,72.10347901,88.26569041,NA,18.46047003,2,2,1.75,113,19
SC93,30.25621944,103.0977028,1360,SE,14,1233,43,Broadleaved_forest,54,natural,early,600,11.71774847,67.78034255,0.124753763,0.905155998,0.365319056,56.91798596,70.49587812,82.21362659,139.1316125,61.22748515,6.552857375,20,12,5.917,94,41
AH133,30.40978333,118.6559806,305,SW,14.7,1501,37,Broadleaved_forest,25,natural,early,600,10.89097273,64.49668845,0.015233667,0.276201334,0.128709334,53.87836805,72.31560782,83.20658055,137.0849486,10.47951275,53.27913711,18,12,6.56,114,62
SC92,31.41661944,103.5431111,1955,SW,11.2,929,20,Coniferous_forest,45,natural,middle,600,31.84519226,92.5862147,0.00797,0.254301496,0.01043125,60.76985494,72.55761684,104.4028091,165.172664,NA,92.5862147,2,2,1.875,90,101
SC75,32.74708056,103.7882472,3493,NW,3.2,809,23,Coniferous_forest,34,natural,early,600,42.96139524,256.4197792,0.024628679,0.638358709,0.018860111,213.5207328,72.72408664,115.6854819,329.2062147,2.743541915,253.6762373,8,3,2.346,79,34
SC16,30.80750556,105.6273306,345,NW,17,1002,41,Coniferous_forest,76,natural,late,600,21.95992929,68.77876635,0.067349319,0.11324054,0.094368881,47.07492415,73.31596655,95.27589583,142.35082,68.77876635,NA,3,2,1.155,61,52
SC267,29.53790556,103.3346583,2432,SW,7.6,1441,19,Broadleaved_forest,116,natural,late,600,20.6332292,122.297466,0.033734703,0.202065639,0.187374276,102.0727201,73.52125461,94.15448382,196.2272039,34.16158036,72.82624405,8,7,3.792,101,56
ZJ191,29.47304444,119.2363361,88,SE,16.7,1529,40,Broadleaved_forest,33,natural,middle,600,6.758078087,56.5563407,NA,0.296174945,0.120424688,50.03911199,73.92767837,80.68575646,130.7248684,5.723145175,50.83319553,8,8,3.917,42,39
GZ114,25.02891667,105.737,957,NE,18.6,1294,10,Broadleaved_forest,45,natural,middle,600,21.56230358,156.2296346,0.251,0.03535,0.057783334,135.0338976,74.28722326,95.84952684,230.8834245,3.947386559,152.282248,2,2,1.305,80,63
SC78,27.7356,102.3360472,2385,NW,13.4,1042,15,Coniferous_forest,23,natural,early,600,10.24212283,62.9805412,0.017482026,0.742048944,0.018815629,52.79353166,74.49735772,84.73948055,137.5330122,1.779518442,61.20102275,5,4,1.613,42,40
SC25,30.78333333,103.2166667,1529,SW,11.6,1021,40,Broadleaved_forest,41,natural,early,600,7.433658667,43.20419943,0.087821667,0.102503334,0.022560834,35.90348409,74.73554231,82.16920098,118.0726851,43.20419943,NA,8,7,3.285,32,16
AH98,29.55942778,118.1712861,360,SW,16.2,1726,29,Broadleaved_forest,22,natural,early,600,8.446513184,58.64594275,0.070254834,0.439061167,0.043724292,50.35713298,74.99618904,83.44270223,133.7998352,3.033542113,55.61240063,9,7,3.309,106,70
SC36,32.26516944,102.8127167,3564,NW,4.3,806,37,Coniferous_forest,145,natural,early,600,30.89573374,187.8853595,0.076643538,0.200139879,0.4890923,158.0444539,75.214631,106.1103647,264.1548186,NA,187.8853595,2,2,1.473,23,21
SC44,27.0188,101.3784056,2053,SE,16.3,976,37,Broadleaved_forest,40,natural,early,600,12.38755689,72.22304045,0.122326494,0.161889047,0.009853199,59.97751645,75.68938128,88.07693817,148.0544546,1.681138484,70.541902,5,4,2.82,51,31
AH118,29.75203056,118.3392944,250,SW,16.1,1665,31,Mixed_forest,46,natural,middle,600,8.405086908,110.5430341,0.094754334,0.304856834,0.17949625,102.591694,76.45271219,84.8577991,187.4494931,12.69942353,97.84361058,7,7,3.331,85,81
SC291,30.69951944,102.7264389,2418,NW,10.8,850,33,Broadleaved_forest,43,natural,late,600,4.594881831,45.5395998,0.023296114,0.096173334,0.0378475,41.04370908,77.13173174,81.72661357,122.7703227,10.27489629,25.87757823,7,6,4.936,117,27
GZ49,25.71806667,108.2275083,549,NW,18.3,1289,27,Broadleaved_forest,82,natural,late,600,7.543286286,106.8954196,0.153824167,0.280665,0.165436146,99.83682972,77.33696244,84.88024872,184.7170784,0.100082901,106.7953366,3,2,1.202,65,40
GZ50,25.71834444,108.2275083,549,SW,18.3,1289,27,Broadleaved_forest,82,natural,late,600,10.91198407,157.5170558,0.137782,0.299376,0.133017479,147.0088886,77.33696244,88.24894651,235.2578351,3.044669427,154.4723863,3,3,1.212,61,50
GZ51,25.71863056,108.2272333,549,SW,18.3,1289,27,Broadleaved_forest,82,natural,late,600,11.86757369,176.5419356,0.158824334,0.2962575,0.156057209,165.1453007,77.33696244,89.20453613,254.3498368,8.309900196,168.2320354,3,3,1.298,61,43
SC140,30.42216944,99.49251389,4047,NE,3.5,573,15,Coniferous_forest,86,natural,middle,600,13.76188787,86.1217928,0.166011357,0.103966577,NA,72.52591628,79.35800578,93.11989366,165.6458099,0.032486997,86.0893058,2,1,1.117,43,21
AH143,30.08735,116.9794111,305,SW,15.9,1511,31,Broadleaved_forest,43,natural,middle,600,9.76362086,68.7755242,0.020403834,0.293788167,0.1401375,59.31258217,79.99086753,89.75448839,149.0670706,5.756582698,63.01894151,6,5,2.901,82,69
SC91,31.83453056,103.9331194,1689,SW,10.4,880,15,Broadleaved_forest,87,planted,middle,600,15.39642767,82.06836595,0.050208334,0.098122763,0.037167084,66.79648078,80.59817581,95.99460348,162.7910843,40.29438468,39.77494273,21,11,11.046,65,22
AH103,29.63029444,117.9230861,480,NE,13.8,1910,27,Broadleaved_forest,35,natural,middle,600,15.82192609,84.9320122,0.037505334,0.310029667,0.02819225,69.20397594,81.29600309,97.11792918,166.3219051,10.28769135,74.64432084,9,5,3.867,91,60
SC76,32.7454,103.7903667,3460,NW,3.2,809,20,Coniferous_forest,67,natural,middle,600,38.18005816,226.3056988,0.007340247,0.385434906,0.190914768,188.5148104,81.91827176,120.0983299,308.6131403,2.592095309,219.2929256,3,3,2.003,74,47
SC95,31.68527778,103.8994444,1840,,9.2,919,31,Coniferous_forest,32,natural,middle,600,19.0506733,58.18916635,0.020411667,0.5335454,0.015457831,39.18982037,82.38151711,101.4321904,140.6220108,NA,58.18916638,1,1,1,90,77
SC271,29.65661389,102.9459333,2713,SE,6.6,1370,5,Coniferous_forest,270,natural,late,600,24.32590738,148.2887022,NA,0.523899444,0.789879031,125.5425529,83.99077788,108.3166853,233.8592381,NA,133.560951,2,2,1.89,18,14
AH111,29.62429722,118.4650861,460,SE,14.4,1798,31,Broadleaved_forest,53,natural,middle,600,21.93795896,97.92613285,0.028945167,0.453456167,0.030158709,76.07743647,84.49842733,106.4363863,182.5138228,3.889420059,94.03671275,12,8,5.541,89,62
SC88,30.773975,103.2965917,1183,NW,13.8,1126,22,Broadleaved_forest,64,natural,middle,600,12.04243656,70.41046995,0.055761667,0.179552641,0.030028503,58.48385206,85.67004188,97.71247844,156.1963305,70.3331021,0.077367879,13,10,5.378,58,36
AH117,30.13831667,118.0238917,360,SW,15.4,1606,33,Broadleaved_forest,33,natural,middle,600,13.21946608,73.38418715,0.014859,0.468980834,0.01940725,60.21839457,85.67311287,98.89257895,159.1109735,8.202679658,65.18150748,10,8,2.099,138,81
SC65,31.66878889,102.7173528,3098,NW,6.3,832,11,Broadleaved_forest,45,natural,late,600,29.13518952,153.0825075,0.008856667,0.27086167,0.001738125,123.9596508,85.76179436,114.8969839,238.8566347,33.70676693,119.3757405,10,10,6.43,95,62
AH138,30.37925278,117.9032556,370,SW,16,1473,29,Mixed_forest,38,natural,middle,600,6.006894319,69.92041565,0.0280415,0.3801875,0.1424735,64.22650983,85.88844596,91.89534028,156.1218501,6.673407646,62.65609211,9,9,4.4,70,53
AH149,29.9554,117.0344611,115,SW,16.8,1498,29,Broadleaved_forest,55,natural,middle,600,26.68977915,123.9219957,0.014668,0.398506167,0.033904584,97.31469372,86.12587977,112.8156589,210.1303526,19.00820124,104.8382367,12,10,6.328,81,59
AH103,29.62950833,117.9037778,410,SE,15,1814,35,Broadleaved_forest,43,natural,middle,600,10.45457472,74.66175085,0.040059667,0.279513834,0.027017917,64.30127163,86.34543627,96.80001098,161.1012826,6.940886724,64.32332538,9,10,3.867,91,60
AH142,30.08396944,116.9790222,360,SW,15.9,1511,29,Broadleaved_forest,59,natural,middle,600,10.37786275,85.0066251,0.019084,0.2700975,0.061264084,74.77037451,87.13504081,97.51290356,172.2832781,4.97031792,80.0363072,7,6,2.634,78,75
AH105,29.62833611,117.8985778,385,SE,15.1,1808,33,Broadleaved_forest,41,natural,middle,600,22.61602128,107.5455986,0.021193834,0.341569,0.039853584,85.03047827,87.30326839,109.9192897,194.9497679,16.76751971,90.77807883,12,11,5.79,93,75
AH134,30.40955278,118.653475,365,SE,14.7,1501,30,Broadleaved_forest,65,natural,late,600,15.74311099,98.5545863,0.014872,0.30186,0.195569,83.21748531,87.63864019,103.3817512,186.5992365,16.74846685,80.18631658,18,12,10.349,79,47
GZ67,25.72584444,108.2269472,367,NW,18.5,1279,25,Broadleaved_forest,20,natural,early,600,2.134101117,23.59611389,0.025317667,0.232916667,0.006891584,21.50111361,88.14115266,90.27525377,111.7763674,18.607724,4.988389889,3,2,2.043,46,26
GZ69,25.725575,108.2266861,367,NW,18.5,1279,23,Broadleaved_forest,20,natural,early,600,2.841586184,32.98953685,0.023876917,0.37625,NA,30.17182758,88.14115266,90.98273884,121.1545664,28.95716181,4.032375038,2,2,1.536,47,26
GZ68,25.72585556,108.2264028,367,NW,18.5,1279,25,Broadleaved_forest,20,natural,early,600,3.451363465,42.48226336,0.014914584,0.370875,NA,39.04581448,88.14115266,91.59251612,130.6383306,39.61615119,2.866112171,3,2,1.497,44,28
AH97,29.59591389,118.0746,550,SE,13.8,1905,32,Broadleaved_forest,31,natural,middle,600,7.224335055,55.21762795,0.0701815,0.376520667,0.027786417,48.11904723,88.34259443,95.56692948,143.6859767,6.851479005,48.36614893,6,6,2.051,70,57
AH119,29.75338333,118.3399639,190,SW,16.1,1665,29,Mixed_forest,46,natural,middle,600,6.921201152,89.2883578,0.058848,0.284186167,0.121905375,82.6698154,88.91552184,95.836723,178.5065384,6.086727323,83.20163048,10,8,3.948,81,70
SC55,31.40095556,103.2437944,3090,NW,6.2,937,30,Mixed_forest,154,planted,late,600,31.95478102,181.8120369,0.010194012,1.756415302,0.499301241,150.8660523,89.0459485,121.0007295,271.8667818,5.74745094,169.6682564,7,4,3.592,155,47
ZJ159,29.20838611,119.6242889,595,SW,14.2,1667,30,Broadleaved_forest,30,natural,middle,600,6.442176488,64.98383615,0.079575,0.383424737,0.152943012,58.92712068,89.80172915,96.24390564,155.1710263,64.98383613,NA,9,5,4.823,32,22
AH135,30.41094722,118.6592139,320,SW,15.2,1474,34,Broadleaved_forest,46,natural,middle,600,12.85210458,78.9221555,0.0192245,0.274570834,0.159173667,66.40762275,89.92161486,102.7737194,169.1813422,10.03434096,68.57948763,14,11,6.003,96,69
SC98,31.58453056,105.2829028,903,NW,16.6,952,22,Broadleaved_forest,55,planted,middle,600,6.53035271,37.5231498,0.03221,0.105903334,0.141290254,31.3075876,91.29895993,97.82931264,129.1369002,34.32856449,3.194585312,10,7,2.859,81,31
SC14,31.08092222,105.1683944,436,SE,16.7,949,29,Coniferous_forest,45,planted,middle,600,21.75765376,62.71756035,0.040813334,0.263037198,0.020458587,41.0416371,91.77047871,113.5281325,154.5697696,60.2473345,2.371466406,9,5,1.833,195,40
SC269,29.54591944,103.3366917,2467,NW,7.5,1447,21,Broadleaved_forest,129,natural,middle,600,16.14519561,96.049475,0.043675385,0.213510821,0.208679476,80.36531373,92.09575417,108.2409498,188.6062635,13.06004424,55.9522622,7,7,4.148,71,33
SC60,28.65279167,103.0575278,2584,NW,8.1,1265,12,Mixed_forest,89,planted,middle,600,26.35317871,130.769473,0.000231662,0.371257505,0.213251498,104.8430289,92.65036596,119.0035447,223.8465736,2.248605144,122.7615287,14,11,4.968,94,55
SC85,27.73083611,101.8731556,2805,NW,12.2,1029,35,Coniferous_forest,43,natural,late,600,8.573847316,50.1455961,0.028641667,0.329479219,0.274907322,42.15020509,93.89860445,102.4724518,144.6226569,NA,50.1455961,3,2,1.162,29,21
GZ81,28.22630278,107.1725167,1520,SW,12.3,1234,6,Broadleaved_forest,90,natural,late,600,18.54298316,121.342931,NA,0.2355,0.082945834,102.9658395,94.433372,112.9763552,215.9421947,14.19073581,107.1012587,10,8,3.339,63,38
AH150,29.9583,117.0344167,125,SW,16.8,1498,33,Broadleaved_forest,58,natural,middle,600,28.06856007,125.7891216,0.028490834,0.422802834,0.053530292,97.85611289,98.65292296,126.721483,224.5775959,15.05011582,110.7390058,12,10,6.955,78,61
SC231,31.13560278,100.8963222,3420,NW,7.7,629,27,Broadleaved_forest,35,natural,middle,600,4.546802341,46.76602985,0.06114936,0.548094085,0.037888127,42.35615312,98.9133521,103.4601544,145.8163076,1.851219638,44.91481021,4,2,1.914,89,43
AH115,30.13247222,118.0245889,470,SE,15.4,1609,31,Broadleaved_forest,56,natural,middle,600,17.71105635,108.243505,0.012768667,0.386176167,0.029859042,90.6049354,99.02443119,116.7354875,207.3404229,13.63801975,94.60548525,11,10,5.658,90,79
AH99,29.61028611,118.0361972,430,NW,14.2,1873,36,Broadleaved_forest,41,natural,middle,600,22.01129952,96.3768622,0.061001667,0.383242334,0.023813834,74.47419201,99.30978734,121.3210869,195.7952789,2.943517425,93.43334475,15,12,6.26,78,58
GZ70,25.72583333,108.2264083,398,NW,18.5,1279,25,Broadleaved_forest,18,natural,early,600,2.680239066,31.68360782,0.077283175,0.263407917,0.007672792,29.09599751,99.91003433,102.5902734,131.6862709,28.62112911,3.062478706,2,2,1.729,46,31
GZ71,25.72556389,108.2258556,398,NW,18.5,1279,25,Broadleaved_forest,18,natural,early,600,2.810046201,33.51487015,0.035482509,0.274972167,0.005553063,30.75141258,99.91003433,102.7200805,133.4714931,29.95674624,3.558123904,3,3,2.109,48,31
GZ72,25.72556389,108.2258611,398,NW,18.5,1279,25,Broadleaved_forest,18,natural,early,600,3.696524194,42.83895373,NA,0.276257084,NA,39.14242953,99.91003433,103.6065585,142.7489881,36.67412971,6.164824012,2,2,1.601,47,37
AH144,30.086825,116.980275,315,SW,15.9,1511,33,Broadleaved_forest,59,natural,middle,600,8.789143769,65.5118356,0.023627,0.319636167,0.053882459,56.85408375,102.9735091,111.7626528,168.6167366,3.757350769,61.75448483,10,8,3.285,67,62
SC64,31.69554167,102.7375444,3497,NW,5.4,847,30,Coniferous_forest,113,natural,late,600,45.27175922,273.764782,0.035968334,0.334997351,0.030779427,228.5905499,103.7765703,149.0483295,377.6388794,31.05344903,240.380617,4,4,2.088,58,48
SC54,31.07354722,103.2233556,2027,SW,11,935,28,Broadleaved_forest,54,natural,late,600,10.93523629,63.80432015,0.140561744,0.246309552,0.097163073,53.20397175,104.5301461,115.4653824,168.6693542,11.22415214,43.04523706,17,13,6.073,37,17
SC268,29.54513056,103.3340556,2433,SW,7.5,1447,21,Broadleaved_forest,105,natural,middle,600,29.43842329,176.6991272,0.026492397,0.282955267,0.081129405,147.4494551,104.8484271,134.2868504,281.7363055,32.57646441,125.656029,9,8,5.278,121,53
SC40,27.87453611,102.0768639,2790,NW,11.4,1049,41,Broadleaved_forest,17,natural,middle,600,5.445482991,32.75059138,0.059227469,0.272621525,0.06961625,27.50356835,109.1001969,114.5456799,142.0492483,1.550922414,17.91008449,8,7,4.864,95,41
SC272,29.65536667,102.9434778,2717,SE,6.6,1370,2,Coniferous_forest,401,natural,late,600,41.31242186,258.4163769,NA,0.52875566,1.482435173,220.0688254,110.0953322,151.4077541,371.4765795,1.257147228,256.6648646,3,2,2.522,13,10
GZ82,28.23314167,107.1661889,1612,NE,12.1,1242,20,Broadleaved_forest,90,natural,late,600,17.63845126,137.3433611,NA,0.03725,0.048865,119.8026398,114.22137,131.8598212,251.6624611,137.1797331,0.163627968,8,4,2.16,36,29
SC20,33.60586944,103.4409167,3183,NW,2.5,680,32,Coniferous_forest,103,natural,late,600,47.12405064,255.9377196,0.024573334,0.269277554,0.040083852,208.91841,114.7511568,161.8752074,370.7936174,NA,255.9377196,2,2,1.711,57,52
SC293,30.69958611,102.7280611,2211,NW,10.8,850,38,Broadleaved_forest,35,natural,late,600,3.352872536,30.21409154,0.032195983,0.209996667,0.016282084,26.92597915,118.3573755,121.710248,148.6362272,0.199303681,24.51921178,5,1,2.121,130,19
SC58,28.64675278,103.0437639,2627,NW,8.3,1257,38,Mixed_forest,30,planted,middle,600,10.61596684,52.2608464,0.000391221,0.315046848,1.091487923,43.82824662,123.9145921,134.5305589,178.3588056,6.509503971,43.79097986,16,10,8.433,54,23
SC209,29.17316389,100.0976278,4093,NW,2.6,658,20,Coniferous_forest,35,natural,middle,600,4.096657664,28.68939397,0.024359912,0.221016406,0.070558069,24.75821235,124.0528007,128.1494584,152.9076707,NA,28.68939398,1,1,1,17,11
SC63,31.69999444,102.7243306,3674,SE,3.7,879,31,Mixed_forest,87,natural,late,600,35.07815422,210.593154,0.02573,0.212255908,0.068889716,175.6785092,125.1436189,160.2217731,335.9002823,118.4013756,92.19177835,5,4,3.592,73,29
SC273,29.67420556,102.9696056,1688,SE,13,1131,24,Broadleaved_forest,127,natural,middle,600,17.57414877,103.8835974,0.048026031,0.29910824,0.345803162,87.04908099,126.8885822,144.462731,231.511812,17.25636174,83.8810228,12,12,8.001,78,50
GZ80,28.220775,107.1713278,1530,NE,12.5,1231,6,Broadleaved_forest,59,natural,middle,600,7.734686607,49.8972452,NA,0.362,0.023752084,42.21006276,128.6447357,136.3794223,178.589485,2.680927612,47.21631759,10,5,6.164,41,17
SC90,31.8344,103.9307306,1620,NW,10.4,880,45,Broadleaved_forest,83,natural,early,600,16.96253495,76.6542728,0.224919249,0.339778337,0.134855677,60.18636845,131.141324,148.103859,208.2902274,11.82690046,64.60293668,24,16,7.034,59,18
SC61,31.671675,102.7263556,3133,NW,6.3,834,40,Broadleaved_forest,69,natural,late,600,17.42629598,82.5822238,0.053996667,0.208860702,0.008393125,65.22671073,142.1449427,159.5712387,224.7979494,1.310895087,81.27132868,5,4,1.362,77,50
SC39,28.18465278,103.4036722,1920,NW,10.3,1044,37,Broadleaved_forest,20,natural,early,600,3.562193467,34.09372383,0.0186279,0.132570877,0.058420256,30.66699877,143.0352304,146.5974238,177.2644226,16.89432074,17.19940309,17,12,11.048,88,27
SC56,28.24574444,103.3254278,2029,SW,12,977,13,Broadleaved_forest,18,planted,middle,600,5.372776582,33.96566029,0.069232188,0.182509127,0.079021736,28.82015937,145.0798807,150.4526573,179.2728167,15.10494349,16.00676063,17,12,10.355,63,22
SC111,31.7147,99.75611667,3625,NW,4.3,620,36,Broadleaved_forest,35,natural,middle,600,3.390248371,28.20422686,0.028974143,0.518707734,0.023548255,24.89004914,145.8533655,149.2436139,174.133663,NA,28.20422685,2,2,1.99,91,29
SC226,30.93126111,100.8338667,3488,SW,5.8,665,34,Broadleaved_forest,78,natural,middle,600,7.043677313,67.87396125,0.105084792,0.515894989,0.104216813,61.14380235,146.1346035,153.1782808,214.3220832,NA,67.87396126,1,1,1,30,20
SC228,30.95658611,100.8192333,3694,NW,3.5,708,23,Coniferous_forest,162,natural,late,600,40.91184188,181.7289504,0.069944376,0.350145286,0.14493436,141.1769216,167.6045836,208.5164255,349.6933471,1.743958983,179.9849915,5,5,2.407,37,32
