id_plot,latitude,longitude,altitude,aspect,MAT,MAP,slope,Forest_types,age,origin,sucstage,area,Root_C_stock,Tree_C_stock,Herb_layer_C_stock,Litter_layer_C_stock,Shrub_layer_C_stock,Total_aboveground_C_stock,Total_soil_C_stock,Total_belowground_C_stock,Total_forest_C_stock,AM_tree_C_stock,EcM_tree_C_stock,species_richness3cm,species_richness10cm,Hii_shannon_diversity3cm,all_tree_number_per_600_3cm,tree_number_area_per_600m2_10cm
SC57,28.24731944,103.3249944,1953,SW,11.6,1000,42,Broadleaved_forest,108,planted,middle,600,23.76463892,148.2049105,0.032098866,0.284727213,0.096067719,124.6645058,171.3642714,195.1289104,319.7934162,33.12635317,113.8624533,9,8,5.839,58,29
SC81,27.87649722,102.0697833,2846,NW,9.8,1065,41,Broadleaved_forest,14,natural,early,600,6.064744315,34.20406316,0.004157725,0.319622793,0.038371143,28.22021886,172.7600423,178.8247866,207.0450055,1.080251098,28.05804017,7,6,3.511,95,39
GZ40,25.71758333,108.2274722,534,SE,18.3,1289,27,Broadleaved_forest,47,natural,middle,600,4.740335419,70.42582785,0.062125,0.405225,0.115885417,65.97938826,175.3529042,180.0932396,246.0726279,0.490639893,69.93518797,2,1,1.177,62,31
GZ41,25.71744444,108.2278056,534,NW,18.3,1289,27,Broadleaved_forest,47,natural,middle,600,5.966401172,90.3178471,0.0646625,0.2836575,0.105263917,84.62663626,175.3529042,181.3193053,265.9459416,8.96003435,81.35781275,3,2,1.484,85,61
GZ42,25.71769444,108.2283889,534,SE,18.3,1289,27,Broadleaved_forest,47,natural,middle,600,8.323934056,115.7043187,0.1369375,0.2836575,0.123303563,107.7639293,175.3529042,183.6768382,291.4407675,0.113790545,115.5905281,3,1,1.232,55,36
SC229,31.02505833,100.7153944,3840,NE,3.7,694,31,Coniferous_forest,212,natural,late,600,46.6856402,193.9158446,0.145158322,0.875425966,0.048753515,147.4728697,177.7728713,224.4585115,371.9313812,4.049995312,189.8658492,5,4,3.684,20,18
SC62,31.69143889,102.7290611,3227,NW,5.6,845,34,Broadleaved_forest,87,natural,late,600,49.75278951,269.9127446,0.012906667,0.40249988,0.06070036,220.2942625,181.6016393,231.3544288,451.6486913,12.44228191,285.1450153,6,5,4.558,81,31
SC227,30.95033889,100.8148194,3645,NW,4.1,695,36,Mixed_forest,159,natural,late,600,26.61045583,162.8826782,0.07205932,0.531871156,0.265122218,136.8745261,227.354105,253.9645608,390.839087,0.790142073,162.0925362,4,4,2.288,18,16
SC89,31.83656111,103.9325,1620,SE,10.4,880,30,Broadleaved_forest,46,planted,early,600,16.31361956,79.4953334,0.102280011,0.261188701,0.029810417,63.34361468,323.6080298,339.9216493,403.265264,20.82855107,54.46924246,23,19,12.349,122,36
SC129,31.60231944,102.3744472,3512,SW,5.4,815,34,Broadleaved_forest,28,natural,early,600,1.032831933,9.281392545,0.04413764,0.420504644,0.097797907,8.488294065,NA,NA,NA,0.257730942,9.0236616,2,1,1.352,78,12
SC331,32.04324444,107.9976472,630,NW,14.6,1211,45,Broadleaved_forest,30,natural,middle,600,1.181329856,10.55220638,0.200938352,0.32004423,0.023947679,9.619710228,NA,NA,NA,0.451201708,10.10100467,4,2,2.186,73,11
SC130,31.60203889,102.3748944,3521,SW,5.4,815,35,Broadleaved_forest,25,natural,early,600,1.349103733,12.54635904,0.037904159,0.157739151,0.029937806,11.29503507,NA,NA,NA,0.165714522,12.38064451,4,2,1.674,90,16
HB110,29.39265278,113.6822139,1105,NW,11.9,1672,30,Broadleaved_forest,32,natural,early,600,2.028598976,16.19536537,0.019383334,0.088505918,0.071144123,14.32843797,NA,NA,NA,9.576399767,5.284005881,20,7,7.056,393,12
HB23,30.07043889,110.53675,1330,NW,10,1508,35,Broadleaved_forest,21,natural,middle,600,5.485249804,21.38585296,0.019791667,0.205171326,0.072294375,16.06498357,NA,NA,NA,21.04140271,0.344450241,30,20,17.875,103,46
SC113,31.71459167,99.75726944,3552,NW,4.3,620,40,Broadleaved_forest,24,natural,early,600,2.184031957,19.13011298,0.053837839,0.163934879,0.161642565,17.32320399,NA,NA,NA,NA,19.13011298,2,2,1.955,99,11
SC4,32.20602778,107.7153611,619,NW,15.2,1095,56,Mixed_forest,18,natural,early,600,4.515200276,21.54627386,0.079439731,0.277661396,0.124445027,17.35940336,NA,NA,NA,4.098983712,17.44729014,5,4,2.713,44,12
HB134,31.52415,113.0374778,220,SE,15.6,984,15,Broadleaved_forest,24,natural,early,600,2.379124939,19.73814691,0.014528922,0.083695893,0.062483643,17.49851817,NA,NA,NA,NA,19.73814691,3,2,1.744,207,16
HB129,31.78306667,113.8750417,178,SE,15.5,1107,20,Mixed_forest,21,natural,early,600,2.638421068,20.99531631,0.001277744,0.282752973,0.049692213,18.45755741,NA,NA,NA,0.246199161,20.74911714,8,3,3.318,220,22
HB125,31.85307222,113.937125,194,SE,14.9,1134,15,Broadleaved_forest,21,natural,middle,600,2.796797371,21.93673758,0.002684091,0.385935506,0.045925547,19.23447539,NA,NA,NA,11.73695428,9.923238483,23,7,11.568,147,19
SC74,31.42624722,107.0200639,500,SW,17.1,1103,43,Mixed_forest,26,planted,middle,600,6.670154953,24.88244116,0.157908194,0.116535124,0.51104293,19.39228025,NA,NA,NA,23.75784277,1.546488066,15,7,7.276,46,10
HB109,29.39358333,113.6827333,1086,NW,11.9,1672,30,Broadleaved_forest,23,natural,early,600,2.979049851,22.7730174,0.035283334,0.118130134,0.041294536,19.91183995,NA,NA,NA,19.32833423,2.916307347,20,6,9.492,255,35
AH62,30.43416667,116.2058333,370,SW,14.9,1550,30,Coniferous_forest,30,planted,middle,600,4.877187807,25.55794049,0.0575,0.042804878,0.234499314,21.20725131,NA,NA,NA,21.61806632,3.366828297,9,5,3.036,41,22
HB113,29.3897,113.682525,903,NE,13.1,1611,15,Broadleaved_forest,34,natural,early,600,3.231335477,24.22627568,0.261819576,0.090441449,0.018275,21.29330977,NA,NA,NA,22.89761788,1.328657801,10,6,4.161,190,28
HB145,31.8125,110.7563167,251,SW,11.4,1064,15,Broadleaved_forest,23,natural,middle,600,2.877440672,24.15844747,0.002111429,0.097208801,0.057496875,21.39811198,NA,NA,NA,0.875842087,23.28260538,10,3,5.073,209,20
HB143,31.80547778,110.7591889,210,SE,10.5,1111,20,Broadleaved_forest,58,natural,middle,600,2.794594491,24.24315554,0.00235,0.176570774,0.01829375,21.48749854,NA,NA,NA,1.753365523,22.48979001,9,4,3.679,199,26
HB114,29.38885,113.6831139,934,SE,13.1,1611,10,Mixed_forest,29,natural,early,600,3.374759253,24.87794836,0.003961667,0.274746423,0.053767881,21.61468653,NA,NA,NA,24.52413048,0.175252485,17,7,7.22,176,37
HB141,31.00974444,112.2052639,210,SW,16.1,984,0,Broadleaved_forest,29,natural,early,600,3.217922217,25.45401216,0.044687044,0.307331026,NA,22.28077698,NA,NA,NA,1.986748287,23.46726387,6,2,2.377,158,21
HB160,33.00335278,110.4692722,343,NE,15.4,765,25,Mixed_forest,36,natural,middle,600,3.552687683,26.01767739,0.026150914,0.272246514,0.040261593,22.57166381,NA,NA,NA,5.895993279,20.12168411,9,3,4.542,142,31
HB135,31.50770278,113.0048333,218,SE,15.2,1002,25,Broadleaved_forest,21,natural,early,600,3.169509187,25.85454698,NA,0.170110829,0.019209375,22.72345654,NA,NA,NA,0.726621262,230.233888,6,3,2.965,151,27
SC265,28.29903056,105.5281444,340,SE,17.8,1068,45,Broadleaved_forest,54,natural,middle,600,4.979419775,27.88741053,NA,0.123105,0.106340625,23.12067201,NA,NA,NA,6.045907465,21.74810682,14,3,2.77,81,29
HB43,30.97502222,116.0153278,685,NE,12.7,1597,30,Mixed_forest,20,natural,middle,600,7.082869395,30.03238239,0.025241667,0.253105219,0.077638814,23.13003228,NA,NA,NA,21.08459137,8.94071547,34,13,19.783,82,21
SC199,28.06621944,100.3096972,2632,SW,14,850,36,Coniferous_forest,41,natural,middle,600,2.822834775,26.07994833,NA,0.135602988,0.024184067,23.30548169,NA,NA,NA,NA,26.07994833,1,1,1,73,49
HB146,31.81198333,111.7566972,225,NW,15.7,900,15,Broadleaved_forest,21,natural,middle,600,3.08861093,27.22898357,0.007812576,0.079184741,0.011334786,24.17085478,NA,NA,NA,0.173961338,27.05502223,7,2,3.58,180,32
SC217,29.12568333,99.61257222,3747,NE,4.3,584,16,Coniferous_forest,56,natural,middle,600,2.071820119,25.04024642,0.01147289,1.595505901,0.666969855,24.3138389,NA,NA,NA,NA,23.38799779,3,3,1.733,55,39
AH80,32.26916667,118.2591667,122,SE,15,1033,5,Broadleaved_forest,45,natural,middle,600,7.663719475,32.50421405,0.0465,0.193206522,0.027984567,24.94296371,NA,NA,NA,32.41345922,0.090754837,15,8,6.616,109,42
AH57,30.75583333,116.4336111,1015,NE,11.4,1731,25,Coniferous_forest,50,planted,late,600,5.380049464,30.38765433,0.0555,0.108580509,0.152339787,25.36778444,NA,NA,NA,2.523345637,27.86430869,10,4,2.953,35,27
SC198,28.06225556,100.2918639,2478,SW,12.4,830,12,Coniferous_forest,45,natural,middle,600,3.116843216,28.66059396,NA,NA,0.009551867,25.56285447,NA,NA,NA,NA,28.66059395,2,2,1.056,104,57
HB130,31.49976389,113.0377472,178,NW,15.3,1003,15,Broadleaved_forest,24,natural,middle,600,3.788557261,29.54945129,0.017592392,0.08525,0.093595415,25.96567725,NA,NA,NA,1.261023649,28.064911,6,2,3.504,217,26
AH67,31.21833333,115.6952778,773,NW,12.1,1544,40,Broadleaved_forest,54,natural,late,600,9.518202739,35.72713922,0.0075,0.325588236,0.120233604,26.45690368,NA,NA,NA,6.743124365,28.80680959,18,12,7.09,64,32
HB8,32.42373611,110.7185972,800,SW,11.9,957,23,Broadleaved_forest,23,natural,early,600,3.717052587,30.0346994,0.060883334,0.181249152,0.050962084,26.48045431,NA,NA,NA,5.063995198,23.82079277,14,6,8.083,155,25
HB158,33.00491111,110.4661028,301,NE,15.5,763,30,Broadleaved_forest,38,natural,middle,600,3.767460898,30.69526467,0.025332772,0.241602664,NA,26.95313654,NA,NA,NA,3.704821138,25.23959241,10,5,3.221,217,20
HB156,32.14866667,111.2860722,546,SE,14,927,25,Broadleaved_forest,32,natural,middle,600,3.55345657,30.64300643,0.005897616,0.322716639,0.036114598,27.16767667,NA,NA,NA,4.284335604,25.55113848,15,4,5.456,224,33
HB170,31.88728333,110.6950056,1188,NW,11.9,1023,15,Broadleaved_forest,34,natural,middle,600,3.595140727,30.85899105,0.024178381,0.326000745,0.040290349,27.3686094,NA,NA,NA,3.139346549,26.64242856,16,4,5.367,232,27
HB182,30.66828333,110.2790056,1402,SE,11.1,1350,20,Broadleaved_forest,49,natural,middle,600,3.595140727,30.85899105,0.139508334,0.160468441,0.062339229,27.52803711,NA,NA,NA,3.139346549,26.64242856,16,4,5.367,232,27
AH63,30.43055556,116.2072222,334,NW,15.4,1509,35,Coniferous_forest,30,planted,middle,600,5.469620695,32.86831145,0.0555,0.810054348,0.071817884,27.59782652,NA,NA,NA,23.46736622,8.788451495,12,5,2.646,109,57
HB124,31.85247778,113.9378389,243,SE,14.9,1134,20,Broadleaved_forest,34,natural,middle,600,4.138590191,31.80011414,0.0041875,0.246968736,0.035947976,27.7376074,NA,NA,NA,12.58962477,18.18712085,19,6,11.789,83,23
SC17,30.64818333,105.3774972,359,NW,17,979,52,Coniferous_forest,87,planted,middle,600,13.8110217,41.55374386,0.060206131,0.129892159,0.048669265,27.90026682,NA,NA,NA,40.72184876,0.8318951,6,4,2.341,62,28
HB140,31.00346944,112.2072583,213,SW,16.1,985,0,Broadleaved_forest,33,natural,early,600,3.629108262,31.68072376,0.023295072,0.338523936,0.010230483,28.09537153,NA,NA,NA,6.480309356,25.2004144,9,2,3.026,154,39
HB111,29.55823333,113.6825778,1081,NW,17,1354,5,Mixed_forest,45,natural,early,600,4.574058466,32.75194183,0.010966667,0.252325618,0.013454597,28.21575922,NA,NA,NA,31.68211913,0.046777959,19,8,9.643,217,25
SC282,30.00060556,102.7012556,1089,SE,16.4,1222,16,Mixed_forest,26,natural,early,600,3.409819714,31.92055218,0.0407898,0.033083334,0.011284584,28.57409143,NA,NA,NA,31.45902669,0.46152549,4,3,2.382,67,30
AH84,32.3375,118.0102778,141,SE,15.1,979,25,Broadleaved_forest,75,natural,late,600,9.853487958,38.90728161,0.028,0.244910715,NA,29.08179365,NA,NA,NA,38.90728161,NA,6,5,1.772,48,34
HB147,31.811025,111.7574972,210,SW,15.7,900,15,Mixed_forest,31,natural,middle,600,4.302483428,33.25589321,0.05165,1.460892106,0.045354343,29.09576847,NA,NA,NA,1.016718713,32.2391745,11,4,4.604,269,29
HB157,33.00721667,110.4649833,287,SW,15.5,763,35,Broadleaved_forest,29,natural,middle,600,3.756738845,32.90447519,0.000231818,0.505650936,NA,29.14796816,NA,NA,NA,1.910769269,30.99370593,8,4,1.807,132,40
SC212,28.75343056,99.85721111,3313,NE,6.3,631,22,Coniferous_forest,32,natural,middle,600,11.48351928,40.6828225,0.022642273,0.433583207,0.124309132,29.47056375,NA,NA,NA,NA,40.6828225,1,1,1,59,38
AH56,30.75527778,116.4327778,1000,SW,12.2,1679,25,Coniferous_forest,50,planted,late,600,6.197090949,35.70588304,0.0265,0.235507247,0.37507032,30.28543273,NA,NA,NA,1.26591572,34.43996732,8,3,2.527,39,28
HB49,29.38891667,114.6012889,996,NW,11.8,1757,5,Broadleaved_forest,31,natural,middle,600,9.027729988,39.28427506,0.0312125,0.344374177,0.049002084,30.38576174,NA,NA,NA,30.06326654,8.62479318,37,22,10.104,199,55
HB137,31.01170833,112.20515,204,NW,16.1,984,0,Broadleaved_forest,39,natural,early,600,3.885574452,34.63644933,0.018206123,0.265016564,0.028461627,30.82600425,NA,NA,NA,2.799549388,31.83689994,7,3,2.069,152,49
HB136,31.00765833,112.2067056,214,NW,16.1,985,3,Broadleaved_forest,32,natural,early,600,4.218405345,35.08019508,0.004976991,0.483740331,0.023589503,30.91394573,NA,NA,NA,2.50586934,32.57432573,5,3,1.758,151,50
AH68,31.21805556,115.6944444,756,NW,12.1,1544,42,Broadleaved_forest,89,natural,late,600,12.40412623,42.71959198,0.015,0.637777778,0.309191236,30.94884822,NA,NA,NA,6.97978097,35.16602243,18,12,3.754,89,44
HB154,30.14472222,111.2977472,404,SE,12.9,1367,25,Broadleaved_forest,31,natural,middle,600,3.816525921,34.8968688,0.009733253,0.243065175,0.056122963,31.20232205,NA,NA,NA,1.43773901,33.05355879,16,2,6.772,135,30
HB126,31.84925833,113.9321694,270,SW,14.2,1157,20,Broadleaved_forest,32,natural,middle,600,5.111215555,36.89655372,0.053950863,0.143526281,0.031970406,31.90322984,NA,NA,NA,36.01686359,0.879690134,17,8,6.191,180,40
HB142,31.79731944,111.7668167,194,SW,16,893,15,Broadleaved_forest,43,natural,middle,600,5.184466982,37.3852751,0.014747016,0.300915779,0.038936517,32.29342816,NA,NA,NA,2.053644633,35.33163046,15,2,7.475,238,17
SC218,29.12319167,99.61359722,3759,NE,4,586,29,Coniferous_forest,54,natural,middle,600,3.247640751,35.88649552,0.006267506,0.182240834,0.086452173,32.81802662,NA,NA,NA,NA,32.73579103,4,4,2.67,48,35
SC9,31.62690833,107.8245667,601,SW,15.9,1203,43,Broadleaved_forest,37,natural,middle,600,7.561283583,40.08146563,0.04811937,0.443972136,0.125801525,32.81990447,NA,NA,NA,15.51111653,24.57034909,18,12,9.19,203,32
SC216,29.03455278,99.715025,3526,SW,5.2,592,38,Coniferous_forest,49,natural,middle,600,3.470405444,36.40090342,0.007338169,0.152204706,0.00870523,32.95524661,NA,NA,NA,0.015903448,36.38499997,4,3,2.022,44,34
SC182,28.09950556,100.2630278,2327,NE,14,850,23,Coniferous_forest,43,natural,middle,600,4.027911312,37.18188506,0.00449114,0.142391156,0.013736892,33.18593867,NA,NA,NA,NA,37.18188506,1,1,1,140,58
SC266,28.29919444,105.5265667,347,SE,17.8,1068,45,Broadleaved_forest,54,natural,middle,600,7.278348467,40.86116962,0.152815,0.025765,0.02716625,33.78996865,NA,NA,NA,4.563831887,36.29733773,13,5,4.718,87,28
HB69,31.09713611,115.7433111,653,SE,12.7,1555,30,Coniferous_forest,23,natural,middle,600,5.310614053,39.04228475,0.027446666,0.171254709,0.043234434,33.84558623,NA,NA,NA,6.199064418,32.84322033,10,5,4.027,188,54
SC187,30.47375,100.2425833,3577,SE,7,615,41,Broadleaved_forest,56,natural,middle,600,4.028121274,37.78867327,0.109522861,0.344231156,0.033781099,33.93763705,NA,NA,NA,NA,37.78867328,1,1,1,23,22
HB132,31.49731667,113.0356833,281,NW,15.3,1003,20,Broadleaved_forest,34,natural,early,600,5.4872666,39.33063862,0.025511178,0.288827311,0.042020745,33.95292469,NA,NA,NA,50.87485328,36.7561968,11,2,4.164,232,19
SC234,31.65969444,100.7090333,3616,NW,4.4,673,31,Coniferous_forest,27,natural,middle,600,2.85872581,36.9125663,0.048716607,0.221365566,0.019371866,34.14130082,NA,NA,NA,NA,36.91256629,1,1,1,128,65
AH79,32.26861111,118.2586111,113,SW,15,1033,5,Broadleaved_forest,57,natural,middle,600,11.45297775,45.60852228,0.0445,0.123588957,NA,34.20004453,NA,NA,NA,43.19987781,2.408644474,14,8,6.439,87,33
AH71,31.07666667,116.3797222,806,SW,12.3,1590,15,Mixed_forest,43,natural,middle,600,8.094775456,42.00441602,0.0145,0.534277457,0.162609893,34.24936034,NA,NA,NA,1.508395125,40.09429987,9,5,3.57,118,45
HB51,30.08471389,111.5497583,1138,NW,16.6,1221,25,Broadleaved_forest,49,natural,middle,600,9.978719675,44.27904974,0.031919404,0.165229751,0.064128434,34.46050634,NA,NA,NA,33.70361005,10.57543969,39,14,18.592,179,33
SC200,28.05913889,100.3314778,2665,SW,12.4,829,34,Coniferous_forest,43,natural,middle,600,4.07815673,38.58162684,NA,0.287652324,0.019700679,34.54287147,NA,NA,NA,NA,36.0849888,2,2,1.179,77,45
SC264,28.29825,105.5287833,331,SE,17.8,1068,43,Broadleaved_forest,54,natural,middle,600,7.472013569,41.56293371,0.042722834,0.027648334,0.2267725,34.58718797,NA,NA,NA,9.369572505,32.1933612,12,7,3.711,99,45
HB162,33.00215278,110.468675,389,NE,15.4,765,20,Coniferous_forest,48,natural,middle,600,5.508366547,39.99783006,0.031483334,0.181031121,0.051569877,34.6240866,NA,NA,NA,1.242375852,38.66758041,7,2,1.795,198,41
AH69,31.21805556,115.6944444,756,NW,12.1,1544,40,Broadleaved_forest,87,natural,late,600,13.62371451,48.25979297,0.026,0.488653846,0.209774518,35.08162749,NA,NA,NA,6.62582052,41.63397244,11,8,2.787,74,38
HB45,31.08951667,115.8098028,729,SW,13.8,1511,20,Broadleaved_forest,24,natural,middle,600,10.20457156,45.56289339,0.005916667,0.33052852,0.086765402,35.53776929,NA,NA,NA,5.116002375,40.43000769,17,5,9.703,70,18
HB150,31.72073056,111.2411833,866,SW,12.7,1026,20,Broadleaved_forest,43,natural,middle,600,5.540894517,41.35257304,0.031958334,0.221178517,0.035330291,35.91429744,NA,NA,NA,6.397496878,26.33392529,18,8,8.568,175,24
SC213,28.73591944,99.85719722,3185,NE,7.2,637,24,Coniferous_forest,54,natural,middle,600,7.409024243,43.0925919,0.052569011,0.327667786,0.110734948,35.95760656,NA,NA,NA,NA,43.0925919,1,1,1,74,23
AH39,30.631775,118.599025,193,SW,15.1,1412,32,Broadleaved_forest,32,natural,middle,600,10.74763476,46.55532417,0.076946834,0.2671015,0.050341292,35.98531882,NA,NA,NA,1.738031539,44.81729263,5,5,1.646,128,91
HB16,31.76643889,110.7437667,240,NW,12.5,1011,35,Broadleaved_forest,41,natural,middle,600,5.154138091,41.36637371,0.001175,0.328835423,0.108517913,36.43044644,NA,NA,NA,12.81738718,22.9099778,20,4,6.163,430,10
AH81,32.27,118.2597222,135,SW,15,1033,5,Broadleaved_forest,24,natural,middle,600,12.91208667,49.41950412,0.0285,0.215,0.020501326,36.5769201,NA,NA,NA,42.74070783,6.67879629,13,8,4.414,110,28
HB161,33.00278611,110.4689139,354,NE,15.4,765,25,Coniferous_forest,51,natural,middle,600,5.886532203,42.36032293,0.024468704,0.215409815,0.045693097,36.58964562,NA,NA,NA,5.114267677,37.24605526,5,2,2.235,187,37
HB196,31.65706389,110.3385861,2411,SW,5.7,1375,26,Coniferous_forest,41,natural,middle,600,5.972162304,42.07922325,0.0704185,0.324266667,0.38241825,36.94231594,NA,NA,NA,3.855803878,38.22341937,7,3,3.352,100,34
HB148,31.72191111,111.2288889,827,NE,13.3,998,35,Broadleaved_forest,42,natural,middle,600,4.671247297,41.76892383,0.010625,0.26613766,0.008982756,37.12626704,NA,NA,NA,2.140855557,39.62806828,13,3,3.247,118,53
HB46,31.08785556,115.8140306,539,NE,13.8,1511,25,Broadleaved_forest,41,natural,middle,600,11.42631238,48.50167532,0.011355546,0.221212034,0.020389584,37.12749764,NA,NA,NA,14.94007608,31.1926806,27,11,13.279,147,31
AH83,32.33777778,118.01,142,SW,15.1,979,5,Broadleaved_forest,83,natural,late,600,12.45068781,50.33319065,NA,0.185108696,NA,37.88250284,NA,NA,NA,50.33319065,NA,4,4,2.174,68,46
HB80,32.43489167,110.7380694,986,NW,12,953,20,Broadleaved_forest,32,natural,middle,600,5.542085158,43.59544115,0.008916667,1.697034588,0.021154167,38.10458099,NA,NA,NA,11.2234123,32.2605311,17,5,7.304,143,40
CQ15,28.86777778,108.7494167,1195,SW,13.8,1393,25,Coniferous_forest,21,natural,early,600,4.632976917,41.98351173,0.430145,0.04971,0.2304375,38.24155481,NA,NA,NA,41.98351173,NA,1,1,1,41,38
HB133,31.49179722,113.02145,405,NW,14.9,1019,21,Broadleaved_forest,78,natural,early,600,5.063097325,43.30388403,0.0132625,0.296855259,0.0197875,38.2936242,NA,NA,NA,1.29378352,41.95117745,6,3,1.746,144,52
HB77,32.43346111,110.7387667,972,NW,12,953,25,Broadleaved_forest,23,natural,middle,600,6.469020937,45.31856343,0.014808334,0.149407916,0.020786475,38.90592378,NA,NA,NA,16.73892478,20.39981892,19,10,10.494,108,43
SC239,31.65007222,100.5641,3364,NE,5.7,653,36,Broadleaved_forest,25,natural,middle,600,4.417629878,43.50772076,0.038331296,0.330552497,0.057611468,39.24364511,NA,NA,NA,3.931173242,39.57654751,4,4,2.828,90,42
SC52,31.62687778,107.8201778,572,SW,15.9,1203,35,Broadleaved_forest,78,natural,middle,600,8.577176053,47.83378414,0.115225852,0.448334279,0.085182394,39.54219872,NA,NA,NA,7.543082345,40.2907018,15,9,5.871,165,33
AH82,32.33722222,118.0097222,143,SW,15.1,979,20,Broadleaved_forest,87,natural,late,600,13.75706469,53.56538925,NA,0.475540541,0.039279072,39.88688271,NA,NA,NA,53.56538923,NA,6,5,2.403,56,30
SC193,30.08146944,102.4213111,1623,NE,14.1,959,4,Broadleaved_forest,56,natural,middle,600,4.601802542,44.48232122,0.02657078,0.035845953,0.015946614,39.93898268,NA,NA,NA,43.3837753,1.09854591,6,5,4.351,48,29
HB70,30.76788056,115.4205167,254,SW,16,1429,5,Mixed_forest,34,natural,middle,600,6.228570556,46.56370873,0.021116667,0.37644136,0.044086672,40.44442818,NA,NA,NA,34.08311154,12.48059719,17,6,11.493,72,21
SC210,29.14774167,99.93374722,3612,SW,4.8,606,16,Coniferous_forest,33,natural,middle,600,14.91341076,55.19582785,0.00210127,0.394346566,0.126000113,40.53651859,NA,NA,NA,NA,55.19582785,1,1,1,48,40
HB197,31.65706389,110.3385861,2411,SW,5.7,1375,26,Coniferous_forest,24,natural,middle,600,6.633568763,45.96976153,0.041898,0.281285,0.594732,40.56755476,NA,NA,NA,1.299870512,44.66989102,2,1,1.557,68,34
HB131,31.49964444,113.0384333,266,SW,15.3,1003,15,Broadleaved_forest,23,natural,early,600,6.00247368,46.57403055,0.0278625,0.08988328,0.037045727,40.67351082,NA,NA,NA,0.454878835,45.94885798,10,2,2.159,220,46
SC86,32.20855,107.7136,665,SW,14.6,1113,44,Mixed_forest,48,natural,middle,600,10.01808139,51.06063455,0.04858078,0.14214065,0.097522772,41.28617949,NA,NA,NA,4.760333158,46.30030139,5,4,1.753,123,40
HB144,31.8105,110.7570167,229,SW,11.4,1064,20,Broadleaved_forest,41,natural,middle,600,5.517009261,46.78373584,0.008233334,0.226799631,0.024697338,41.32435458,NA,NA,NA,7.069976762,39.71375908,11,6,7.096,196,45
HB25,29.36957222,114.5696861,512,SE,15,1589,20,Broadleaved_forest,55,natural,middle,600,13.08782709,54.91030685,0.007941667,0.630494329,0.047104167,41.92462976,NA,NA,NA,37.20068361,14.51030848,27,14,11.277,155,46
SC180,28.11737222,100.2351944,2947,NE,10,789,8,Coniferous_forest,78,natural,middle,600,5.021826898,46.83216042,0.006182341,0.742123849,0.121695267,42.0599064,NA,NA,NA,NA,46.83216042,1,1,1,65,52
HB79,32.43195,110.7373556,954,NW,12,955,25,Broadleaved_forest,56,natural,middle,600,7.027166764,49.08541516,0.008391667,0.218716845,0.032975,42.13259006,NA,NA,NA,13.48149465,24.97101961,21,12,11.769,132,32
SC241,31.58149444,100.5858083,3424,NE,6.5,646,33,Coniferous_forest,57,natural,middle,600,9.346874251,51.33830295,0.155992656,1.351207465,0.133194374,42.4138101,NA,NA,NA,1.991304675,49.34699827,6,4,3.395,52,27
HB58,30.021975,109.0988556,1001,NE,13.7,1492,25,Mixed_forest,52,natural,middle,600,13.30467131,55.6513603,0.0153,0.200403268,0.097774789,42.55753856,NA,NA,NA,37.84001273,17.68542407,36,17,12.002,215,30
SC135,30.65683333,102.7595111,1691,SE,11.4,889,40,Broadleaved_forest,42,natural,early,600,4.949712869,47.96137564,0.042655645,0.289060316,0.019149562,43.09261754,NA,NA,NA,31.27370293,16.68767271,4,4,3.61,61,29
AH61,30.43444444,116.2055556,379,SW,14.9,1550,15,Coniferous_forest,30,planted,middle,600,10.69391763,53.6405027,0.035,0.881013986,0.079933189,43.14145145,NA,NA,NA,46.53340221,4.871864518,17,12,2.956,217,72
HB139,31.01839722,112.2037917,181,NW,16.1,980,3,Mixed_forest,67,natural,early,600,6.224232471,49.41731626,0.036415925,0.390424143,NA,43.22949971,NA,NA,NA,1.916718171,47.19372067,9,3,3.456,108,38
SC237,31.65088056,100.5674056,3366,NW,6,651,36,Mixed_forest,32,natural,middle,600,4.776705164,46.34742405,0.030918683,0.350791181,0.857662504,43.31696258,NA,NA,NA,3.237852725,43.10957133,6,4,3.662,69,30
HB176,30.68969167,110.2937417,1498,SW,10.9,1354,10,Broadleaved_forest,34,natural,middle,600,6.790766541,50.31373855,0.01963797,0.169965525,0.076687231,43.69598444,NA,NA,NA,5.90570729,44.32453784,19,11,8.719,219,47
HB198,31.65706389,110.3385861,2411,SW,5.7,1375,26,Coniferous_forest,34,natural,middle,600,7.006469802,48.95786463,0.029266,0.277723334,0.87291,43.72648083,NA,NA,NA,4.848658475,44.10920615,6,4,2.506,78,49
SC263,28.26225,105.5243528,1022,SE,14.5,1067,28,Coniferous_forest,28,natural,middle,600,5.207523499,48.93345612,0.070321667,0.541033334,NA,43.79625428,NA,NA,NA,48.93345612,NA,5,2,1.478,121,85
HB7,32.42469167,110.7142889,840,SE,11.7,965,24,Broadleaved_forest,49,natural,middle,600,9.775063012,53.56733765,0.076625,0.515073717,0.007695,43.88428964,NA,NA,NA,2.61407589,50.91624326,14,4,4.737,84,43
HB186,30.85259167,111.7997861,120,SE,16.7,1048,5,Mixed_forest,49,natural,early,600,7.141463677,50.915697,0.036843628,0.627201058,0.081961675,43.9750003,NA,NA,NA,1.793870333,49.12182665,4,2,1.82,118,66
